user_id,customer_code,customer_short_name,latitude,longitude
BMGSV10,10100050,STARMIX TRD,5.3764197,100.537694
BMGSV10,10100053,KEDAI KOPI LAI HOCK,5.3772372,100.5384584
BMGSV10,10100074,MINAT SUPER,5.3771041,100.5399934
BMGSV10,10100083,YEOW KEE,5.3765666,100.538257
BMGSV10,10100106,HOCK CHUAN LEONG,5.3718587,100.5520953
BMGSV10,10100114,PASAR MINI KERANJI,5.369038,100.5426578
BMGSV10,10100121,POH KEAN,5.3711691,100.5556892
BMGSV10,10100129,RESTORAN HEAP HOE,5.3751012,100.5402475
BMGSV10,10100132,RESTORAN KG,5.3767677,100.53975
BMGSV10,10100134,MANIS MANIS,5.3777584,100.5399227
BMGSV10,10100140,SIN KEE GUAN,5.3785813,100.542201
BMGSV10,10100141,RESTORAN SOONG XIAN,5.3787609,100.5425199
bmgsv18,10100163,MEDAN MAKANAN FARIDAH (N),5.3840702,100.5575955
BMGSV11,10100166,BAN,5.4199137,100.6677614
BMGSV11,10100173,GIN ON HOE,5.4200523,100.6675312
BMGSV13,10100197,CHOP KWONG GUON CHEONG,5.3701094,100.7036978
BMGSV11,10100198,PASAR MINI KARANGAN,5.4206319,100.6670543
BMGSV11,10100202,JIT CHONG,5.4199853,100.6676386
BMGSV11,10100218,BAN UN HOE,5.5142661,100.5514598
BMGSV11,10100223,CHANG CHIH BOOK STOR,5.5143472,100.5456212
BMGSV11,10100231,PING HIANG,5.5119174,100.5566616
BMGSV11,10100238,BINTANG BERLIAN FOOD COURT,5.5115981,100.5586795
BMGSV11,10100239,PASARAYA EKONOMI SELESA,5.5114563,100.5589074
BMGSV11,10100246,NAIDU,5.4313927,100.6090483
BMGSV11,10100252,MS MUNIANDY S/O SUBR,5.4583503,100.6413327
BMGSV11,10100254,GOH ENG CHONG,5.4279033,100.6452151
BMGSV11,10100274,CALTEX - GHAZALI PETROGAS SDN BHD,5.4275077,100.6426077
BMGSV11,10100282,SIANG TEK,5.5180608,100.6137261
BMGSV11,10100291,HENG BK,5.5172658,100.6131216
BMGSV11,10100299,SIDAM BERKAT ENT.,5.5319236,100.5624423
BMGSV11,10100300,PERNIAGAAN SERI PUTIH SIDAM,5.5327711,100.5614832
BMGSV11,10100303,ILUSI MUHIBAH SDN BHD,5.5209182,100.5464393
BMGSV11,10100324,BUN HENG,5.5045175,100.576785
BMGSV11,10100354,ZAKARIA BIN JUSUH,5.4168304,100.7334661
BMGSV12,10100372,PERNIAGAAN PUSPHA,5.446889,100.5488532
BMGSV12,10100374,SHAHLANEE MART,5.4444152,100.5385007
BMGSV12,10100380,KENG HWA CAFE,5.4299486,100.5337189
BMGSV12,10100383,JIT SENG,5.4297658,100.5338576
BMGSV12,10100415,RESTORAN SHING MIN,5.4404353,100.5457208
BMGSV12,10100417,PASAR MINI DESA PERMAI,5.4404565,100.5365868
BMGSV12,10100428,KIM CHENG,5.4469186,100.5490696
BMGSV12,10100432,JUJUR JAYA,5.424103,100.5528944
BMGSV13,10100453,PERNIAGAAN SURIA RIA,5.3918372,100.5641252
BMGSV12,10100458,KEDAI ANIKA MAMA,5.3992712,100.5570212
BMGSV12,10100466,S.K.V MINI MARKET,5.4171315,100.5622522
BMGSV12,10100468,EWE SENG,5.429222,100.5339148
BMGSV12,10100481,PASAR MINI ZEE EOW,5.4252525,100.5365991
BMGSV12,10100483,G K SERVICE (M) SDN BHD,5.4124677,100.5446641
BMGSV12,10100503,PASARAYA SINNA,5.4136229,100.549476
BMGSV12,10100504,NASI KANDAR RAHIM MOHD,5.4125882,100.5441875
BMGSV12,10100509,CAHAYA GEMBIRA,5.405084,100.5528995
BMGSV12,10100517,SENG KIA,5.4018641,100.5651062
bmgsv18,10100559,PASAR MINI TAMAN KENARI (N),5.3719982,100.5672325
BMGSV13,10100574,NAN TOW,5.2984813,100.5335926
BMGSV13,10100583,JIT SIN,5.2978777,100.5341644
BMGSV13,10100590,THEAN SOON,5.2966637,100.5348186
BMGSV13,10100625,KONG MING,5.3883626,100.5657652
BMGSV13,10100626,HEAP HOE,5.3882204,100.5662266
BMGSV13,10100631,ONE ELEVEN,5.3875451,100.5668802
BMGSV13,10100643,NASI KANDAR DINAS,5.3821684,100.5549345
BMGSV13,10100664,ALL SAVE,5.3627755,100.5403162
BMGSV10,10100673,SHAARI,5.3653977,100.563273
BMGSV13,10100674,PONNWIRA ENTERPRISE,5.3684237,100.5613031
BMGSV13,10100676,TANG AH YOK,5.3896647,100.5660612
BCSSV01,10100823,YON YON ENTERPRISE,3.3494323,101.82138
BCSSV06,10100834,PETRONAS TERSANG,4.0798248,101.795434
MUSLV01,10201781,TS BINA RUNDING DUA,2.0876123,102.5856872
MUSLV01,10201785,RESTORAN YOU JI,2.0441965,102.5743015
MUSLV05,10201790,KEDAI RUNCIT ISMAIL B OTHMAN,2.2565839,102.5260604
MUSLV03,10201804,K/KOPI HAO YIN LAI,2.0015873,102.6044639
MUSLV05,10201814,SENG SONG TRADING,2.2541587,102.5302295
MUSLV03,10201822,KEDAI KOPI & MAKAN LIAN HENG,1.9102961,102.6901284
MUSLV02,10201825,ENG TIAM STESYEN MINYAK,2.1124425,102.5106045
MUSLV04,10201827,SUMMER CONVENIENCE STORE SDN BHD,2.1473384,102.700182
MUSLV01,10201842,RESTORAN HOCK MENG (NS),2.0652053,102.5693102
MUSLV02,10201844,WONG LIAN TZAW,2.0453349,102.5656455
MUSLV05,10201852,FOO QIAN ENTERPRISE,2.2666806,102.5414687
MUSLV03,10201854,RESTORAN 8888,2.0225553,102.567696
MUSLV05,10201869,HASS Z ENTERPRISE,2.0902869,102.5509763
MUSLV01,10201875,HANDS UP LOUNGE  & BISTRO,2.0473092,102.5931412
MUSLV01,10201876,RESTORAN AL HADDAD,2.0859568,102.5992422
MUSLV03,10201877,KEDAI RUNCIT AHMAT SHAFIE,2.0358147,102.5829446
MUSLV04,10201878,PASARAYA SEROJA SDN BHD,2.1330657,102.7162939
MUSLV05,10201880,KOPITIAM LE FU,2.2715171,102.5369074
CSSV18,105000101,ARIFFIN BIN MUSTAFA,3.0859361,101.6462818
CSSV18,105000131,KEDAI KOPI CHOON KWONG,3.085859,101.6531399
CSSV18,105000221,PASARAYA BSL SDN BHD,3.0863023,101.6469764
CSSV03,10500030,WING HENG COFFEE SHOP,3.1635404,101.6971632
CSSV03,10500034,PERNIAGAAN INDAH KURNIA,3.1662849,101.6972063
CSSV18,105000361,NISHAHS ENTERPRISE,3.0971171,101.6294759
CSSV19,105000421,SPEEDO MART V V ENTERPRISE,3.092851,101.6260133
CSSV18,105000481,IBRAHIM STALL NAL SHOPPE ENT,3.100421,101.6333368
CSSV18,105000591,HAMID STALL NO 10,3.1010015,101.6334555
CSSV03,10500062,KONG HUAT,3.1639794,101.695206
CSSV18,105000761,RESTORAN OKAY,3.0999524,101.6407436
CSSV03,10500085,REST YASEEM @ JLN TAR,3.1613305,101.6974448
CSSV03,10500092,KARIMA CONDO SERVICES,3.1652042,101.6923511
CSSV03,10500094,SHELL - SYKT DURRAH,3.1634194,101.6980015
BMGSV12,10100510,CALTEX ANJ POINT ENTERPRISE,5.4115887,100.5440959
BMGSV12,10100511,KUMARAVELOO,5.4204975,100.5562363
BMGSV12,10100512,GAIK CHEOH,5.4203837,100.5557882
BMGSV12,10100516,YI TA YUAN,5.4203066,100.5553312
BMGSV12,10100527,PERNIAGAAN SERI MESRA,5.4237211,100.5381786
BMGSV13,10100533,PASAR MINI P KOMATHY,5.3523731,100.5842757
BMGSV13,10100545,KIM YUEN,5.3675338,100.5743618
BMGSV13,10100547,KAM FAT TRADING,5.366776,100.5749244
BMGSV13,10100591,NCL MINI MARKET,5.2977751,100.5344044
BMGSV13,10100596,SHELL - ZZA TEGUH ENTERPRISE,5.3519704,100.5309275
BMGSV13,10100603,HONG WENG,5.3591286,100.5422222
BMGSV13,10100605,MIN KEE,5.297059,100.5345719
BMGSV13,10100608,PASAR MINI MUDAH MAJU,5.3617333,100.5477006
BMGSV13,10100610,HOCK SIEW TONG,5.2984156,100.5335777
BMGSV13,10100612,SHELL -KONG JEN CHAN,5.3830797,100.5544629
BMGSV13,10100653,CHOP KIM LAM,5.3748595,100.5665082
BMGSV10,10100671,KEE,5.3708561,100.5580189
BMGSV12,10100683,KEDAI UBAT YOON HING,5.4412275,100.5459959
BMGSV12,10100687,LETCHUMY STORE,5.4268109,100.5523275
bmgsv18,10100704,REST MARIAH TOM YAM (N),5.3713215,100.5671202
BCSSV05,10100831,FORTUNE LIFE,3.8002644,101.8720962
BCSSV01,10100853,SB GLORY TRADING,3.4264546,101.7928545
BMGSV11,10101004,STESEN MINYAK MESRA SELUANG,5.4354956,100.5537164
BMGSV10,10101015,RESTORAN MICHAEL TAN,5.377455,100.5380945
BMGSV10,10101020,RESTORAN LUM KHEE,5.3708102,100.5551263
BMGSV11,10101024,RESTORAN KIM TEE,5.5016761,100.5495226
BMGSV13,10101048,KULIM CLUB,5.3704488,100.5616633
BMGSV11,10101049,RESTORAN NASI KANDAR AL-AMEEN,5.5171673,100.5468849
BMGSV10,10101061,KS MENG RESTAURANT,5.3778099,100.5380939
BMGSV11,10101071,TEE SIEW HENG 1,5.521627,100.61165
BMGSV11,10101100,KAFE MAHSURI TIGA,5.5036951,100.5508471
BMGSV13,10101109,SIN MIN KOPITIAM,5.3517638,100.5291231
BMGSV13,10101115,GREAT ONE NINETY ENTERPRISE,5.367926,100.5740809
BMGSV11,10101117,SERAI SERUMPUN ENTERPRISE,5.5201592,100.5463967
BMGSV10,10101120,PENG YOU,5.3713565,100.5565441
BMGSV13,10101130,S.S. KENARI MAJU ENTERPRISE,5.3704907,100.5325906
BMGSV10,10101133,BMGSV10,5.3514981,100.4685042
BMGSV13,10101139,NASI KANDAR MASHYU MAJU,5.3615794,100.5476375
BMGSV12,10101146,SOON LEE FRESH & FROZEN FOOD,5.5014025,100.547394
BMGSV11,10101150,MARCO POLO SUPER MARKET,5.5165127,100.5462277
BMGSV13,10101173,FOO POH MINI MARKET,5.3516123,100.5844404
BMGSV12,10101183,PETRONAS RAHIMI IDEAL FLOW,5.4092761,100.547357
BMGSV11,10101190,MEGAJUTA BERKAT ALI ENTERPRISE (LABU B,5.5073436,100.6838073
BMGSV13,10101191,PASAR MINI KULIM HI-TECH,5.3957627,100.5801569
BMGSV12,10101193,SERI LAGENDA SERBANEKA ENTERPRISE,5.5013919,100.5445916
BMGSV11,10101206,PASARAYA JAYA GADING SDN BHD (P.SERAI),5.5144162,100.5530407
BMGSV11,10101210,ECONO JAYA,5.5154208,100.5387718
SSV15,1015616,7-11 S197,3.2066272,101.7342343
MSLNV02,1015626,PN470,3.4796151,102.3772998
tmmv09,1015647,PN650,5.7944611,102.4953086
TSHV02,1015654,PN420,6.1951952,100.4110463
BMGSV13,10100541,A S THIAGA ENTERPRISE,5.3686986,100.5739343
BMGSV13,10100543,RAMA REEDY,5.3684655,100.5743906
BMGSV13,10100555,FUK SIANG YEAN,5.3699377,100.5654033
BMGSV13,10100567,PASARAN KH,5.3530143,100.5318627
BMGSV13,10100571,D NESEN,5.3485192,100.5365611
BMGSV13,10100576,HASSAN,5.2965096,100.5268144
BMGSV13,10100601,STOR SIVAA SAKTI (THANABALAN),5.3591392,100.5416282
BMGSV13,10100609,PANG RESTORAN,5.35909,100.5417129
BMGSV13,10100620,RAMBAI SETIA,5.3894291,100.5562529
bmgsv18,10100622,REST KELADI 2 (N),5.3732475,100.5355156
BMGSV13,10100636,CARNIVAL CASH & CARRY SDN BHD,5.391353,100.5643908
BMGSV13,10100637,BMGSV13,5.3512892,100.4682304
BMGSV13,10100642,SHELL - SOFEE FILLING STATION,5.3855712,100.559802
BMGSV13,10100651,BEE HEONG LAN,5.367875,100.5734787
BMGSV10,10100670,KYMM SENG TRADING (K) SDN BHD,5.3725493,100.5578734
BMGSV11,10100694,SURESH STORE 2,5.431533,100.6092684
BMGSV11,10100698,SWEET WONDERFUL ENTERPRISE,5.5201887,100.5468061
BMGSV12,10100714,GUNASAIGERAN CASH CARRY,5.41332,100.5497916
BCSSV05,10100824,GEETHA BRIDAL ACADEMY,3.7915112,101.8572593
BCSSV03,10100826,LEE HON,3.4196471,102.0280067
MUSLV04,10201773,ZEN FENG FOOD ENTERPRISE,2.0652512,102.5928095
MUSLV03,10201775,KEDAI MAKAN ASAM PEDAS BAKRI,2.0434286,102.6567742
MUSLV03,10201777,PENG HONG YEEN COFFEE SHOP,2.0456436,102.6561193
MUSLV01,10201791,KEDAI MAKANAN DAN MINUMAN LAI PU,2.0477068,102.5907323
MUSLV04,10201799,178 CATERING,2.1024882,102.605243
MUSLV02,10201801,TEO SIN HIE,2.0464795,102.5677377
MUSLV05,10201803,PASAR MINI ALI MALIK,2.2688896,102.5343546
MUSLV05,10201811,FOUR SEASON SEAFOOD RESTAURANT,2.2639599,102.5380288
MUSLV04,10201813,DAILY SHUN RESTAURANT,2.0614223,102.5991726
MUSLV03,10201820,HUP SHENG RESTAURANT,2.0433263,102.6568838
MUSLV04,10201821,HAPPY DRAGON FOOD CORNER,2.0631631,102.6006467
MUSLV04,10201823,KEDAI RUNCIT NUR SEJAHTERA,2.0885047,102.6112431
MUSLV01,10201834,KEDAI KOPI HYL NINETY NINE,2.0543882,102.5851262
MUSLV05,10201841,LOVELY ANGEL BEVERAGES,2.2695174,102.5526502
MUSLV05,10201866,ONE STATION HOUSEHOLD S/B,2.2666446,102.5414519
MUSLV02,10201879,ANITA BT MOHAMED,2.2093078,102.6499609
CSSV19,105000051,SELERA HIDANGAN PONDOK,3.0956444,101.6245859
CSSV18,105000061,BERKAT BOOK RENTALS,3.0991878,101.6450835
CSSV03,10500010,ENG HING HANG S/B,3.1650137,101.6962531
CSSV03,10500012,KHONG LOCK YUEN COFFEE SHOP,3.1651029,101.6962729
CSSV18,105000141,KAFE PJ OLD TOWN,3.0855152,101.6522581
CSSV18,105000231,HEWSONIX STORE SDN BHD,3.0947893,101.6514173
CSSV03,10500050,GULAMSA TRADING,3.1575007,101.6949391
CSSV18,105000501,STALL AMEER HAMZA,3.1000696,101.6365962
CSSV19,105000541,SYARIKAT RAHMATH,3.0987787,101.6248798
CSSV18,105000571,CHUN KEE CANTEEN,3.0908748,101.6398179
CSSV18,105000661,PETRON J U SERVICE HOTEL ARMADA,3.1040917,101.6394394
CSSV18,105000681,HOTEL ARMADA (PJ) SDN BHD (116095-U),3.1037968,101.6404538
CSSV03,10500083,RAFEEK STORE,3.1622987,101.6970823
CSSV03,10500089,CAPITAL CAFE,3.1560499,101.6955813
CSSV03,10500098,HOTEL PLAZA,3.1618848,101.6956757
CSSV18,105000981,ABADI CAFETERIA,3.0971116,101.6294911
SSV30,1015655,7-11 S247,3.07462,101.6114959
SSV05,1015662,JASONS FOOD HALL,3.1435008,101.6677421
TLV01,1015667,7-11 S256,3.0626036,101.4697617
TAV22,1015668,GIANT TAMPOI JB,1.5006878,103.7000618
KTYV13,1015672,PN280,1.1511943,111.4782527
wfpv08,1015673,PN330,5.8571049,116.047669
CSSV10,1015680,7-11 S283,3.2553966,101.6940517
KTTMV08,1015683,PN240,5.3476569,103.0863408
CSSV18,1015686,7-11 S286,3.100279,101.6406188
SSV11,1015697,AEON CHERAS,3.1300693,101.7219977
CSSV01,1015698,GIANT SG WANG,3.1440273,101.7111711
TAV17,1015711,PN380,1.3677563,104.100386
GSV01,1015735,PN10500,4.8729173,100.7489064
CSSV18,1015737,GIANT AMCORP,3.1052009,101.6466689
CSSV17,1015751,7-11 S304,3.1913573,101.5907768
tmmv12,1015753,PN260,5.8992529,102.229987
SSV03,1015764,7-11 S295,3.1344969,101.686606
CSSV25,1015773,7-11 S287,3.4000244,101.5598241
SPKFV08,1015788,PN040,5.6704901,100.4880572
SSV06,1015798,PN090,3.1275218,101.7005305
SSV15,1015799,7-11 S296,3.1531949,101.7743055
CSSV14,1015800,7-11 S301,3.207091,101.6090025
PIV09,1015808,TESCO KLANG,3.0052168,101.4404548
SSV16,1015839,GIANT SETIAWANGSA,3.1785892,101.7434569
SPKFV05,1015852,PN520,5.6963177,100.999103
IPSCV08,1015860,7-11 S274,4.5979453,101.083288
SSV15,1015868,7-11 S259,3.1954099,101.7117282
CSSV18,1015878,GIANT THRIFTY,3.1013951,101.6409909
shhav04,1015883,7-11 S260,2.8025676,101.7672847
KSLNV02,1015905,GIANT KUANTAN,3.7913768,103.3111324
TLV03,1015920,7-11 S276,3.0064569,101.5681974
SSV21,1015931,GH SUBANG JAYA,3.0591548,101.5942128
KFV06,1015941,GIANT PENANG PLAZA,5.4215052,100.3249396
